"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Transcript.stable.ID"
"ENST00000693469.1",115.922332633093,-23.8441959231726,4.31057875606717,-5.53155324899509,3.17407474528512e-08,0.00202575798393587,"ENST00000693469"
"ENST00000683652.1",89.0314891295866,19.9118411486869,2.9066495315588,6.85044444901082,7.36208966912848e-12,4.69863286863118e-07,"ENST00000683652"
"ENST00000695780.1",139.865004534454,18.9152342196314,3.41821939057909,5.53365131324321,3.13632170708625e-08,0.00200166323989659,"ENST00000695780"
"ENST00000614059.4",40.4854012297207,19.1067090820922,2.71877811744458,7.02768238404497,2.09992229639727e-12,1.34021240800666e-07,"ENST00000614059"
"ENST00000414869.6",98.2737048224856,-23.2349503969986,3.70275006471033,-6.27505232352654,3.49516733899272e-10,2.23068569909194e-05,"ENST00000414869"
"ENST00000460720.5",28.5748272544756,18.8566693333637,3.33462170450233,5.6548151497676,1.56014087352842e-08,0.00099571310830331,"ENST00000460720"
"ENST00000381254.7",200.801684341568,-25.4340484902481,3.39224216878957,-7.49771013527714,6.49423136875687e-14,4.14474834416801e-09,"ENST00000381254"
"ENST00000405141.5",29.6306815651155,-22.2922303372059,3.9429065820866,-5.65375564272406,1.56979343111874e-08,0.0010018735636086,"ENST00000405141"
"ENST00000380834.7",177.214246589612,21.6182310352023,3.50874803744227,6.16123779892759,7.21785054298451e-10,4.60657657354358e-05,"ENST00000380834"
"ENST00000703983.1",51.4004173357393,-22.5158672733091,3.60772249466551,-6.24101973103579,4.34727400282765e-10,2.77451721408466e-05,"ENST00000703983"
"ENST00000445587.5",30.3446461718918,-22.1542749148588,3.41171737300103,-6.49358445989075,8.38177399878631e-11,5.3494158015054e-06,"ENST00000445587"
"ENST00000423644.5",16.0648000234065,-21.2817435581914,3.23701018572157,-6.57450620701318,4.88148937878266e-11,3.11546415132667e-06,"ENST00000423644"
"ENST00000452063.7",78.8467536638802,-22.7182396693339,4.14964251706359,-5.47474621631021,4.38139064147339e-08,0.00279629113520115,"ENST00000452063"
"ENST00000462909.6",42.6446106513514,-22.9961101175924,3.15088147560024,-7.29831010644782,2.91404400724717e-13,1.85980116630529e-08,"ENST00000462909"
"ENST00000409013.8",43.8066238539551,19.2239386543223,2.3781736387496,8.08348824538729,6.29400251592146e-16,4.0169582857114e-11,"ENST00000409013"
"ENST00000409078.8",76.4601124853962,-24.0921577383181,4.55336649629893,-5.29106492040575,1.216061866882e-07,0.00776115004681433,"ENST00000409078"
"ENST00000452955.1",28.3168595790377,-29.6512526420883,5.52467975747221,-5.36705364722445,8.0033257370042e-08,0.00510788255187082,"ENST00000452955"
"ENST00000679938.1",43.3917210505013,19.9902581229186,2.5828077137917,7.73973920558406,9.96209442142189e-15,6.35800790163988e-10,"ENST00000679938"
"ENST00000360843.7",26.3161330764931,20.2326896567144,3.17361393625779,6.37528384456619,1.82624397492068e-10,1.16554542967387e-05,"ENST00000360843"
"ENST00000392544.5",69.0144776702263,-23.40919527721,3.26287616228025,-7.17440506870189,7.26222933012285e-13,4.63490000307101e-08,"ENST00000392544"
"ENST00000676933.1",13.959757390246,18.1618876548438,2.94842351654992,6.15986392487326,7.28074786254794e-10,4.64671890083535e-05,"ENST00000676933"
"ENST00000486181.5",105.216722730921,20.2009770688402,3.35187728151882,6.02676511464842,1.67273825744956e-09,0.000106757501066946,"ENST00000486181"
"ENST00000440309.5",87.5407432328154,-23.917418227473,3.30187238646987,-7.24359255235902,4.36952817255043e-13,2.78872027028514e-08,"ENST00000440309"
"ENST00000357430.8",136.543184878679,-23.4801306399497,3.78043580642017,-6.21095869425275,5.26623163833483e-10,3.36101435621806e-05,"ENST00000357430"
"ENST00000417652.6",532.367547154012,-25.4851494259193,3.28204794529295,-7.76501436015572,8.16359742044148e-15,5.21017114567416e-10,"ENST00000417652"
"ENST00000452931.1",47.008612741847,19.853929877162,3.14942533427045,6.30398494008466,2.90088693133665e-10,1.85140405731768e-05,"ENST00000452931"
"ENST00000402092.6",882.820881857657,-26.1696477914761,3.6708589268983,-7.12902574373463,1.01081829466252e-12,6.45124452019514e-08,"ENST00000402092"
"ENST00000483671.1",18.4227505651027,-29.5350813060896,4.780050707728,-6.17882175566457,6.45817585161372e-10,4.12173699201691e-05,"ENST00000483671"
"ENST00000699996.1",129.698486669141,-24.5024815708156,3.35840628919457,-7.29586579493093,2.9674458406086e-13,1.89388328439322e-08,"ENST00000699996"
"ENST00000264454.8",126.031104105811,-24.3024999777238,4.26431606599083,-5.69903815796944,1.20485258261804e-08,0.000768961015278488,"ENST00000264454"
"ENST00000306026.6",60.024533969515,-28.880008281475,3.69579648217947,-7.81428534301868,5.52757467781905e-15,3.52780871087767e-10,"ENST00000306026"
"ENST00000621469.5",209.928146068943,18.9154301574847,3.35328944641682,5.64085816620957,1.6920470256503e-08,0.00107989825271053,"ENST00000621469"
"ENST00000491606.5",112.391541317563,-23.2587783870573,3.7800463887403,-6.15304046435481,7.60114013724859e-10,4.85119965839479e-05,"ENST00000491606"
"ENST00000489715.1",99.8439435218395,-23.645891745089,3.65574346853267,-6.4681485308322,9.92109569512154e-11,6.33184169454047e-06,"ENST00000489715"
"ENST00000341893.8",102.84117664356,20.756159030023,3.41377750525056,6.08011476966468,1.200965544736e-09,7.6648022996141e-05,"ENST00000341893"
"ENST00000695014.1",76.1348882947281,21.2978646137766,3.6424445535094,5.84713488452603,5.00111969111652e-09,0.000319181460926438,"ENST00000695014"
"ENST00000479352.5",23.5085014344983,-27.814582495398,3.58346992949475,-7.76191318544694,8.36576660528958e-15,5.33919956282791e-10,"ENST00000479352"
"ENST00000629124.2",33.7160018226905,19.7733700970132,3.59234899834342,5.50430097580482,3.70635895783619e-08,0.00236547241407021,"ENST00000629124"
"ENST00000441925.2",39.182881757861,19.2329152002218,3.43853642344397,5.5933434553991,2.22738056238788e-08,0.00142155882252719,"ENST00000441925"
"ENST00000329463.9",93.2679135943884,20.3621566555049,2.87314385060937,7.08706480226748,1.36986249188844e-12,8.7427363957304e-08,"ENST00000329463"
"ENST00000680587.1",61.0964334829172,-23.528934238649,3.65337082398533,-6.44033561667908,1.1920960382024e-10,7.60819533501538e-06,"ENST00000680587"
"ENST00000431016.6",311.751435474413,-25.3372325323546,3.85174349073213,-6.57812042606674,4.76432299024562e-11,3.04068621883456e-06,"ENST00000431016"
"ENST00000670935.1",65.1175255089174,-21.9198160742234,4.11920545650171,-5.32136993546301,1.02988731019345e-07,0.00657294679111666,"ENST00000670935"
"ENST00000509465.5",55.20608673358,19.8827848076189,3.64480092401567,5.45510858401369,4.89429282441091e-08,0.00312363556639553,"ENST00000509465"
"ENST00000503594.6",23.2485669037982,-21.8516629312168,3.79923196577901,-5.75160009392484,8.84027155662099e-09,0.000564203811286665,"ENST00000503594"
"ENST00000314262.10",79.6231614318124,19.7451631677196,3.3442740926119,5.90417011911201,3.54426290372345e-09,0.000226201947041438,"ENST00000314262"
"ENST00000503068.1",36.5896398640954,19.4195278469615,2.36606009564801,8.20753787390293,2.25770256665687e-16,1.44091093209175e-11,"ENST00000503068"
"ENST00000325094.9",48.8470247982918,-22.5282708212265,4.03139045773506,-5.58821355991488,2.29417405715669e-08,0.00146418776675854,"ENST00000325094"
"ENST00000682785.1",41.0270964668828,-30,3.68659643584589,-8.13758720870582,4.03232927629733e-16,2.57351319071848e-11,"ENST00000682785"
"ENST00000317968.9",75.074957457168,-23.152137841345,3.75375902165579,-6.16772086534541,6.92813044802182e-10,4.42167141453648e-05,"ENST00000317968"
"ENST00000352981.7",51.7264800940237,19.2550623800205,3.52307892472588,5.46540761402858,4.61844283573951e-08,0.00294758258662567,"ENST00000352981"
"ENST00000177648.13",50.5734642498034,-23.6043056699655,4.33358568136764,-5.44683027070466,5.12753487778683e-08,0.00327249530970111,"ENST00000177648"
"ENST00000706057.1",50.7285372332782,-30,4.87130060314248,-6.15851955033261,7.34281209200807e-10,4.68632953336139e-05,"ENST00000706057"
"ENST00000438320.7",106.355279861145,19.0862116994446,2.59219861786366,7.36294339789996,1.79898666206145e-13,1.14814926746086e-08,"ENST00000438320"
"ENST00000308394.9",385.154291255215,-25.4593317747616,3.63110148899315,-7.01146245896341,2.35839777252247e-12,1.50517662637929e-07,"ENST00000308394"
"ENST00000503534.5",19.5934355670572,17.8909880058985,3.37217901202318,5.30546804962308,1.12384252392287e-07,0.00717258775618057,"ENST00000503534"
"ENST00000509462.6",113.870414153516,-22.4678457958927,2.84487898596962,-7.89764552611892,2.84221076297487e-15,1.81395575314582e-10,"ENST00000509462"
"ENST00000506290.1",67.9036160925705,20.4031737004256,2.58308644036238,7.89875761864294,2.81697057301548e-15,1.79784695910994e-10,"ENST00000506290"
"ENST00000684043.1",66.1316037836397,19.3643373282407,3.30243533877635,5.86365374088316,4.52791210796677e-09,0.000288980406554655,"ENST00000684043"
"ENST00000504926.5",48.3436926515964,-30,3.22643469362401,-9.29818913095783,1.42857944858114e-20,9.11747975673452e-16,"ENST00000504926"
"ENST00000443674.5",27.7940577672377,18.8554477148242,3.03391820963672,6.21488333302231,5.13627975401045e-10,3.27807646460455e-05,"ENST00000443674"
"ENST00000396551.9",54.564647269018,18.4299432489632,3.50659922407377,5.25578832118498,1.47391742738839e-07,0.00940683580507816,"ENST00000396551"
"ENST00000697839.1",67.2977028750929,19.449173069194,2.2459764725056,8.65956224710431,4.73579380105979e-18,3.02247831971238e-13,"ENST00000697839"
"ENST00000699647.1",66.8781610440052,-22.2291040501136,3.55048125702552,-6.26087069355113,3.82833875699649e-10,2.4433223614903e-05,"ENST00000699647"
"ENST00000414083.6",111.836911035268,21.102651736837,3.37391849003079,6.25464183535875,3.98429220822434e-10,2.54285497313294e-05,"ENST00000414083"
"ENST00000314073.10",127.703021950224,-24.2597363522078,2.62091555268926,-9.25620679663464,2.1182383843627e-20,1.35190210166797e-15,"ENST00000314073"
"ENST00000643776.1",206.601598963798,21.4252933852435,2.97486696023044,7.20210136173078,5.92915878106308e-13,3.78410771725008e-08,"ENST00000643776"
"ENST00000645375.1",136.48636557787,-24.528870090459,3.68746505461677,-6.65196001240701,2.89215290131854e-11,1.84582982467952e-06,"ENST00000645375"
"ENST00000312431.10",69.8971710615875,-29.8897337087849,5.52467975746893,-5.4102201432357,6.29473207474908e-08,0.00401742390474636,"ENST00000312431"
"ENST00000506587.5",40.3197597541086,-21.9097245177452,4.06170293403625,-5.39422130903423,6.88213525036064e-08,0.00439231635948517,"ENST00000506587"
"ENST00000678589.1",120.035461468726,-23.8583237798288,3.34307661544403,-7.13663685409134,9.56420802726379e-13,6.1040688471603e-08,"ENST00000678589"
"ENST00000683635.1",100.328428734428,-23.3177692824845,2.518263179816,-9.2594648047025,2.05459457234145e-20,1.31128334795976e-15,"ENST00000683635"
"ENST00000674641.1",43.1049156233173,-26.5452187815096,4.78644957407738,-5.54591004682763,2.92429146420893e-08,0.00186634129828743,"ENST00000674641"
"ENST00000528402.5",36.4853978327185,19.6403092932103,3.01864802858532,6.50632637764486,7.70108151080619e-11,4.91498424182672e-06,"ENST00000528402"
"ENST00000368060.7",66.2374839533655,20.7019635965567,3.65076752341725,5.67057843693617,1.42316193798615e-08,0.000908290412061523,"ENST00000368060"
"ENST00000414770.6",36.4347087130083,19.0686972551203,3.15718062706137,6.03978660317226,1.54318180224118e-09,9.84889489826367e-05,"ENST00000414770"
"ENST00000705249.1",108.920764455261,20.1978771995585,3.36881819050352,5.99553791786539,2.02812963557087e-09,0.000129439289601404,"ENST00000705249"
"ENST00000699752.1",87.5863076465302,19.8682549787578,3.71618342937922,5.34641396376839,8.97138952328031e-08,0.00572572022154796,"ENST00000699752"
"ENST00000699820.1",77.0978722512729,20.3246784395019,2.81460924038269,7.22113682705683,5.15547465716597e-13,3.29032703569646e-08,"ENST00000699820"
"ENST00000636849.1",87.356204956446,-29.2038654886651,3.67912522026776,-7.93771990357527,2.05931728839134e-15,1.31429747979712e-10,"ENST00000636849"
"ENST00000697860.1",76.902977791637,20.8704752534075,3.49470841028864,5.97202192662585,2.3433102660325e-09,0.000149554747798726,"ENST00000697860"
"ENST00000573035.6",90.522553716893,22.2842449712206,3.38939815406232,6.57469083250432,4.87543642728268e-11,3.11160103662035e-06,"ENST00000573035"
"ENST00000265723.8",56.2544634706338,19.5916179694449,2.41539118259346,8.1111573606098,5.01398715297383e-16,3.20002688077095e-11,"ENST00000265723"
"ENST00000614484.4",188.453820985432,-24.5516866501744,4.0270341602181,-6.09671675813267,1.08269108048592e-09,6.90995101387724e-05,"ENST00000614484"
"ENST00000323716.8",70.8825132675289,21.1210518641206,3.19556787813062,6.60948309333871,3.85664259496469e-11,2.46138643695836e-06,"ENST00000323716"
"ENST00000458153.5",49.8739365097157,-22.3335283672445,3.15184120643742,-7.08586724535164,1.38176222448647e-12,8.81868286911757e-08,"ENST00000458153"
"ENST00000354475.5",93.1463542684942,20.5240157195087,2.97951678214405,6.88837057153264,5.64350457411132e-12,3.60179748928932e-07,"ENST00000354475"
"ENST00000650547.1",80.7171184474709,-24.0515342265589,3.25212405352143,-7.39563861363643,1.40730267574288e-13,8.98168713712618e-09,"ENST00000650547"
"ENST00000418061.2",48.7913347555227,-29.3713049648583,5.52467975747131,-5.31638144729349,1.05851132879309e-07,0.00675563100262328,"ENST00000418061"
"ENST00000521015.5",83.6025839510333,-26.658737891122,3.84086286852872,-6.94082001978214,3.8983041014296e-12,2.4879756436144e-07,"ENST00000521015"
"ENST00000522904.6",20.3714007435553,-21.9692688266193,3.96313337181001,-5.54340890541004,2.96639029573862e-08,0.00189320961454631,"ENST00000522904"
"ENST00000677137.1",54.3520686752305,20.0784438854123,3.70085192357033,5.42535726910196,5.7838732803374e-08,0.00369138360497693,"ENST00000677137"
"ENST00000396926.8",63.1535998517319,-23.176838126937,3.66038284964085,-6.33180710296769,2.42306304512399e-10,1.54644729665903e-05,"ENST00000396926"
"ENST00000649919.1",145.502168708785,20.1436541458552,3.34780741167257,6.01696921860608,1.77712857342742e-09,0.000113419899813285,"ENST00000649919"
"ENST00000521742.5",29.761999851938,-22.9884263176208,4.21692867189879,-5.45146197772172,4.99574039196106e-08,0.00318838143295739,"ENST00000521742"
"ENST00000683334.1",170.175957828025,23.4294032381022,4.2135338996631,5.56051138925821,2.6898529701755e-08,0.00171671796262541,"ENST00000683334"
"ENST00000395386.7",76.489736914549,-22.8661787605158,4.15755218230349,-5.49991383339579,3.79976892033802e-08,0.00242508852033813,"ENST00000395386"
"ENST00000526341.6",37.7668054333088,-23.9388612534894,3.83577288253657,-6.24094856149533,4.3492526783123e-10,2.77578004435247e-05,"ENST00000526341"
"ENST00000379239.9",18.3923467013691,17.7394627981835,2.95057503142907,6.01220528514798,1.83016354438023e-09,0.000116804697729435,"ENST00000379239"
"ENST00000415759.6",19.6053525144823,-22.191175431307,3.95137864763465,-5.6160589531431,1.95362029951941e-08,0.00124683954755928,"ENST00000415759"
"ENST00000684557.1",22.2895853235596,18.2289626108629,3.09769339821844,5.88468911137132,3.98802908139918e-09,0.000254523992033059,"ENST00000684557"
"ENST00000687279.1",97.6350003046999,20.8890194696812,3.64476488116016,5.73123922962955,9.9699533986313e-09,0.000636302365807447,"ENST00000687279"
"ENST00000689304.1",51.060600428017,19.7390064661305,3.62231682560308,5.44927664157155,5.05750941286736e-08,0.0032278036574802,"ENST00000689304"
"ENST00000674970.1",49.0986596993849,19.9896682410007,3.49988378905088,5.71152342358819,1.11969282020035e-08,0.000714610351708264,"ENST00000674970"
"ENST00000678174.1",27.379956910627,-21.1574504761461,3.0649173712271,-6.90310632017961,5.08775212196403e-12,3.24710515927988e-07,"ENST00000678174"
"ENST00000372599.7",25.9480752118522,-23.5005741423258,3.57136617193256,-6.58027572950019,4.69576632044493e-11,2.99693198103436e-06,"ENST00000372599"
"ENST00000644097.1",64.4446104537693,18.7685078902179,3.2378034673813,5.79667916206097,6.76409176962848e-09,0.000431697864921229,"ENST00000644097"
"ENST00000472281.5",16.7545772174315,-20.2650465704714,3.75970428578416,-5.39006395984271,7.04326117051195e-08,0.00449515014424414,"ENST00000472281"
"ENST00000704673.1",70.9534225689542,19.7863682797673,2.86575154359804,6.90442558566152,5.04069717000106e-12,3.21707374783808e-07,"ENST00000704673"
"ENST00000699050.1",82.0076739705049,-24.675269499437,4.35275157174479,-5.6688899177276,1.4372566854458e-08,0.000917285961785221,"ENST00000699050"
"ENST00000678952.1",486.218893329795,-25.5250368123542,4.65233861683964,-5.48649591411157,4.099849016101e-08,0.00261660563905598,"ENST00000678952"
"ENST00000339859.8",44.3461603489211,-22.4364186440092,3.15078356478487,-7.12090125604713,1.07223592071711e-12,6.84322409320072e-08,"ENST00000339859"
"ENST00000680037.1",72.3296506768998,-23.6685927063587,4.12132412205437,-5.7429583321781,9.30366267425103e-09,0.000593778359196049,"ENST00000680037"
"ENST00000664887.1",38.7694635107161,-21.2424470037179,2.80347851660758,-7.57717488394485,3.5316059438804e-14,2.25394154550335e-09,"ENST00000664887"
"ENST00000454935.1",55.1349914128426,20.0323477371421,3.62986648999574,5.51875607335785,3.41407700628011e-08,0.0021789322269481,"ENST00000454935"
"ENST00000676939.1",188.343612545563,-24.5122545390609,4.4329027158391,-5.5296170726862,3.20930562474841e-08,0.00204824303582693,"ENST00000676939"
"ENST00000470554.5",45.1644944631178,-22.0390328569994,3.5830743144201,-6.15087238584564,7.70579042111365e-10,4.91798956256315e-05,"ENST00000470554"
"ENST00000614447.4",19.4786119106202,-21.998713271982,3.37339437358858,-6.52123968789927,6.97286531143164e-11,4.4502220990619e-06,"ENST00000614447"
"ENST00000411829.6",46.874027828474,-23.0108053064569,4.2900194863019,-5.36379971697814,8.14892578744083e-08,0.00520080741606049,"ENST00000411829"
"ENST00000525972.6",80.6485103465504,-21.6813793478788,3.09411664568774,-7.00729217112613,2.42974543111851e-12,1.55071212904846e-07,"ENST00000525972"
"ENST00000418988.2",46.8623302359052,-22.8986634936724,3.15094980393244,-7.26722573145866,3.66945348151793e-13,2.34191860097437e-08,"ENST00000418988"
"ENST00000532245.5",19.2348920543123,-22.4615128986003,2.84075060358616,-7.90689364643448,2.63890887275698e-15,1.68420442077096e-10,"ENST00000532245"
"ENST00000534579.5",53.4642191589945,18.1562057181557,3.07865795229972,5.89744167733645,3.69180694802022e-09,0.000235618503036546,"ENST00000534579"
"ENST00000540725.6",38.2180260248312,-22.9939403952813,4.09876208841852,-5.60997196208412,2.0235939747451e-08,0.00129149814656182,"ENST00000540725"
"ENST00000698869.1",80.591663163599,20.3856056389084,3.71094056325246,5.49337972178176,3.94313693527124e-08,0.00251658885482881,"ENST00000698869"
"ENST00000527323.5",66.4313108947389,-23.6871938251735,3.57321432437255,-6.62909964946838,3.3774053211899e-11,2.15552762408982e-06,"ENST00000527323"
"ENST00000534650.5",56.6273981456445,-24.7516476889027,3.71154658513217,-6.66882312296811,2.5786279698004e-11,1.64573194288601e-06,"ENST00000534650"
"ENST00000690257.1",22.4092736609475,18.5873648793797,3.47855973366407,5.3434082788629,9.12149943718496e-08,0.00582152337080019,"ENST00000690257"
"ENST00000698839.1",59.5371325199319,19.8515974278809,2.45813543823408,8.07587617797912,6.69938369575823e-16,4.27568066230682e-11,"ENST00000698839"
"ENST00000495878.5",224.211545757327,-23.8477664959109,3.00220422973991,-7.94341912507963,1.96682951068e-15,1.25526993030619e-10,"ENST00000495878"
"ENST00000536003.5",93.1786008317025,-23.4692340620069,3.72639181128676,-6.29811228945965,3.0129222824813e-10,1.92290725912522e-05,"ENST00000536003"
"ENST00000673531.1",294.480959188174,-24.5680749263435,2.41912941327053,-10.1557505735623,3.12397047071487e-24,1.99378043381965e-19,"ENST00000673531"
"ENST00000532163.5",26.9759887660333,18.9765950050172,3.39712225688554,5.58607950201205,2.32252944988664e-08,0.00148228474550665,"ENST00000532163"
"ENST00000329858.9",167.22590896224,-24.9675253855655,3.13947448462226,-7.95277219415581,1.8238353386828e-15,1.16400818985414e-10,"ENST00000329858"
"ENST00000696271.1",11.1542015849975,18.3882355144972,3.27143971662991,5.62083886828882,1.90032451685337e-08,0.00121282511314616,"ENST00000696271"
"ENST00000395324.6",149.693565040182,-20.9584398348412,3.92037515349475,-5.3460291462561,8.99047372872218e-08,0.00573790014314507,"ENST00000395324"
"ENST00000448372.5",186.59914689783,20.3028175700628,2.66183042214683,7.62738955913205,2.39554875160927e-14,1.52888712425207e-09,"ENST00000448372"
"ENST00000552512.5",36.2572439705969,18.1759208276328,2.65226430740733,6.85298247873356,7.23259477148226e-12,4.61598663505541e-07,"ENST00000552512"
"ENST00000548108.1",36.242853900402,-21.984943861603,3.44692617404364,-6.37813018078427,1.79263109135233e-10,1.14409301512289e-05,"ENST00000548108"
"ENST00000531122.5",48.3419682622921,-21.9916802418971,4.00800225247661,-5.48694308450254,4.08948822461071e-08,0.00260999317471105,"ENST00000531122"
"ENST00000550697.6",66.8100802235909,-24.1347212810509,4.35631508184602,-5.54016888760571,3.02180079678747e-08,0.0019285737045257,"ENST00000550697"
"ENST00000698192.1",58.3955925647465,-23.3786783066214,3.25681886246409,-7.17837844040648,7.05430716593275e-13,4.5021999194416e-08,"ENST00000698192"
"ENST00000550750.2",45.0411247306883,18.9943451237586,3.48655691178659,5.44788041736725,5.09736088401975e-08,0.00325323766339908,"ENST00000550750"
"ENST00000341355.9",72.4416582438076,-23.9299292300105,2.87479357385525,-8.32405131541993,8.50067779799798e-17,5.42530258423827e-12,"ENST00000341355"
"ENST00000673058.2",43.6419947468747,18.1090796143225,3.42710659262228,5.2840724748121,1.26343229801536e-07,0.0080634776123936,"ENST00000673058"
"ENST00000258530.8",34.3922464823647,18.6354125259054,3.16801045445276,5.8823709055987,4.04430759627659e-09,0.000258115799409564,"ENST00000258530"
"ENST00000306014.10",126.50740796629,20.3972576379239,3.84334572047451,5.30716181197606,1.11345328271969e-07,0.00710628154097362,"ENST00000306014"
"ENST00000253233.6",98.1245736793972,-22.5763967939752,2.12844928655619,-10.6069695606907,2.76574274861883e-26,1.76515233702351e-21,"ENST00000253233"
"ENST00000228955.11",32.9386876415693,-22.2775779568915,3.98751066165378,-5.58683846820164,2.31240624733336e-08,0.0014758239151731,"ENST00000228955"
"ENST00000546126.7",9.99473818690409,-22.6907201996938,3.78174216572326,-6.00007065668217,1.97231686860171e-09,0.000125877207187898,"ENST00000546126"
"ENST00000630972.2",51.967670599127,-22.1048067422191,3.55537486072695,-6.217292861687,5.0580520215906e-10,3.22814996121955e-05,"ENST00000630972"
"ENST00000680671.1",55.7659849159295,20.6172148898329,3.31357648731374,6.22204284970255,4.90722962223512e-10,3.1318920895029e-05,"ENST00000680671"
"ENST00000378319.8",339.388283531141,21.4632802062304,4.06941162460308,5.274295693379,1.33266887877916e-07,0.00850535931814438,"ENST00000378319"
"ENST00000703122.1",16.5545223223185,18.9988553696985,3.58945430923883,5.29296481662899,1.20349081198397e-07,0.00768091906024408,"ENST00000703122"
"ENST00000361283.4",275.060965652475,21.8484412398851,3.93744808032456,5.54888364092007,2.87499433529485e-08,0.00183487888467188,"ENST00000361283"
"ENST00000216774.11",255.699416071385,-24.4297447573901,3.99210937578924,-6.11950787359386,9.38647926270341e-10,5.99063879504257e-05,"ENST00000216774"
"ENST00000358025.7",307.016668409907,21.9655385853495,3.37839571348574,6.50176605945491,7.93824844399832e-11,5.06634892192861e-06,"ENST00000358025"
"ENST00000412671.6",105.969338627112,-23.5286112297523,4.32815776054238,-5.43617227732563,5.44373234155385e-08,0.0034742988550265,"ENST00000412671"
"ENST00000560877.5",43.3391903718022,18.9675773481377,2.54472512850117,7.4536841467469,9.07691559762455e-14,5.79306907271594e-09,"ENST00000560877"
"ENST00000560338.5",19.9716943492033,-19.059728922811,3.43457899753355,-5.54936396469501,2.86710740247205e-08,0.00182984528640571,"ENST00000560338"
"ENST00000676694.1",84.9430742217219,20.5051272744446,3.69045062462593,5.55626652680742,2.75605938431993e-08,0.00175897222026067,"ENST00000676694"
"ENST00000352127.11",117.989546141851,21.1872190917588,3.32443014755038,6.37318823118325,1.85138423606068e-10,1.18159044713865e-05,"ENST00000352127"
"ENST00000332680.8",293.775344112007,20.3744044172866,2.78073106000195,7.32699566324561,2.35369437951356e-13,1.50217482689314e-08,"ENST00000332680"
"ENST00000560525.6",51.1394537801169,-22.6682252826265,4.01587799489101,-5.64464989012738,1.65517724988928e-08,0.00105636722442434,"ENST00000560525"
"ENST00000557907.5",57.8654384536187,20.5290721588078,3.13938847542639,6.53919459776942,6.18510047247484e-11,3.9474548235429e-06,"ENST00000557907"
"ENST00000357635.10",145.863012695781,-23.7781092234852,2.98515074769478,-7.96546346674363,1.64605661178506e-15,1.05054625077346e-10,"ENST00000357635"
"ENST00000564778.6",131.908514917757,-24.6645657161074,3.70725482950966,-6.65305376899857,2.87073255899823e-11,1.83215893380385e-06,"ENST00000564778"
"ENST00000558554.5",58.2124647795564,-22.3807386876428,4.05325505821151,-5.52167045157979,3.35791844819661e-08,0.00214309071200804,"ENST00000558554"
"ENST00000677316.1",48.9294722682325,18.2084278056288,2.96679736932077,6.13740189806005,8.38819861730081e-10,5.35351612153372e-05,"ENST00000677316"
"ENST00000310775.12",130.72274083914,-23.7976470843265,4.36007939062071,-5.45807655143146,4.81320149242639e-08,0.00307188145649637,"ENST00000310775"
"ENST00000535977.5",49.4361049969676,20.3963216940392,2.70022964778752,7.55355075474833,4.23549347042969e-14,2.70317664269764e-09,"ENST00000535977"
"ENST00000572812.5",45.4727945188849,-22.4883782062315,2.76511961664711,-8.13287717133196,4.19219349723804e-16,2.67554173380726e-11,"ENST00000572812"
